Record_ID,Date,Year,Month,Month_Name,Quarter,Year_Month,Source,Source_URL,Country,Latitude,Longitude,Themes,Theme_Count,Number_of_Themes,Misinfo_Flag,Tone_Overall,Tone_Positive,Tone_Negative,Tone_Polarity,Tone_Activity,Tone_SelfGroup,Context_Category,Tone_Category
GDELT-SYNTHETIC-20220101-00333,2022-01-01,2022,1,January,Q1,2022-01,The Guardian,https://www.theguardian.com/news/2022/01/01/social-media-flags-health-posts-as-misinformation,Brazil,-14.23,-51.92,ELECTION; CYBER_ATTACK; VACCINE_MISINFORMATION; SOC_POINTSOFINTEREST,4,4,1,-0.21,1.88,0.15,2.03,6.18,3.8,CRISISLEX_C07;15;1;Brazil;-14.23;-51.92,Neutral
GDELT-SYNTHETIC-20220105-00391,2022-01-05,2022,1,January,Q1,2022-01,Al Jazeera,https://www.aljazeera.com/news/2022/01/05/political-disinformation-campaign-traced-to-foreign-actors,United Kingdom,55.37,-3.43,DISINFORMATION; WB_MEDIA; ELECTION; CYBER_ATTACK; WB_HEALTH; FAKE_NEWS,6,6,1,-7.93,3.26,8.48,11.74,6.04,1.9,ARREST;19;1;United Kingdom;55.37;-3.43,Negative
GDELT-SYNTHETIC-20220117-00154,2022-01-17,2022,1,January,Q1,2022-01,BBC News,https://www.bbc.com/news/2022/01/17/election-disinformation-campaign-traced-to-foreign-actors,Germany,51.16,10.45,CLIMATE_DENIAL; ELECTION,2,2,1,-5.26,1.97,7.15,9.12,6.12,4.31,PROTEST;26;1;Germany;51.16;10.45,Negative
GDELT-SYNTHETIC-20220121-00482,2022-01-21,2022,1,January,Q1,2022-01,The Guardian,https://www.theguardian.com/news/2022/01/21/journalists-targeted-amid-election-misinformation-wave,South Africa,-30.55,22.93,MEDIA_MANIPULATION; TAX_FNCACT_JOURNALIST; GOV_GOVERNMENT_GENERAL,3,3,1,-0.15,0.7,1.56,2.26,10.43,1.35,CRISISLEX_C07;2;1;South Africa;-30.55;22.93,Neutral
GDELT-SYNTHETIC-20220209-00306,2022-02-09,2022,2,February,Q1,2022-02,Deutsche Welle,https://www.dw.com/news/2022/02/09/government-warns-of-health-related-fake-news,Ethiopia,9.14,40.48,GOV_GOVERNMENT_GENERAL; CYBER_ATTACK; ELECTION_FRAUD; FAKE_NEWS,4,4,1,-0.78,3.88,2.55,6.43,6.53,1.38,PROTEST;45;1;Ethiopia;9.14;40.48,Neutral
GDELT-SYNTHETIC-20220225-00374,2022-02-25,2022,2,February,Q1,2022-02,France 24,https://www.france24.com/news/2022/02/25/report-finds-surge-in-vaccine-conspiracy-theories,Egypt,26.82,30.8,WB_HEALTH; TAX_FNCACT_JOURNALIST; CYBER_ATTACK,3,3,1,-7.66,3.03,9.22,12.25,4.73,2.09,WOUND;21;1;Egypt;26.82;30.8,Negative
GDELT-SYNTHETIC-20220304-00348,2022-03-04,2022,3,March,Q1,2022-03,Al Jazeera,https://www.aljazeera.com/news/2022/03/04/misleading-covid-stories-spread-across-platforms,Ethiopia,9.14,40.48,CONSPIRACY; TAX_FNCACT_JOURNALIST; ELECTION; PROPAGANDA; DISINFORMATION,5,5,1,-7.54,0.95,8.01,8.96,10.85,4.21,ARREST;35;1;Ethiopia;9.14;40.48,Negative
GDELT-SYNTHETIC-20220411-00435,2022-04-11,2022,4,April,Q2,2022-04,BBC News,https://www.bbc.com/news/2022/04/11/report-finds-surge-in-election-conspiracy-theories,Pakistan,30.37,69.34,INFORMATION_OPERATIONS; WB_HEALTH; SOC_POINTSOFINTEREST,3,3,1,-1.03,1.92,1.87,3.79,8.46,1.66,ARREST;14;1;Pakistan;30.37;69.34,Negative
GDELT-SYNTHETIC-20220420-00279,2022-04-20,2022,4,April,Q2,2022-04,Reuters,https://www.reuters.com/news/2022/04/20/social-media-flags-vaccine-posts-as-misinformation,Ghana,7.94,-1.02,CONSPIRACY; TAX_FNCACT_POLITICIAN,2,2,1,-2.35,1.32,4.36,5.68,8.41,2.13,KILL;10;1;Ghana;7.94;-1.02,Negative
GDELT-SYNTHETIC-20220427-00444,2022-04-27,2022,4,April,Q2,2022-04,France 24,https://www.france24.com/news/2022/04/27/journalists-targeted-amid-security-misinformation-wave,Indonesia,-0.78,113.92,ECON_BANKRUPTCY; CRISISLEX_CRISISLEXREC; CLIMATE_DENIAL; WB_MEDIA; INFORMATION_OPERATIONS; DISINFORMATION,6,6,1,-2.84,1.56,3.81,5.37,14.3,2.25,CRISISLEX_C07;34;1;Indonesia;-0.78;113.92,Negative
GDELT-SYNTHETIC-20220502-00368,2022-05-02,2022,5,May,Q2,2022-05,BBC News,https://www.bbc.com/news/2022/05/02/vaccine-disinformation-campaign-traced-to-foreign-actors,South Africa,-30.55,22.93,CONSPIRACY; TAX_FNCACT_JOURNALIST; ECON_BANKRUPTCY; CRISISLEX_CRISISLEXREC,4,4,1,-2.6,0.86,3.65,4.51,7.9,2.29,PROTEST;9;1;South Africa;-30.55;22.93,Negative
GDELT-SYNTHETIC-20220506-00445,2022-05-06,2022,5,May,Q2,2022-05,Associated Press,https://www.apnews.com/news/2022/05/06/misleading-covid-stories-spread-across-platforms,Ethiopia,9.14,40.48,DISINFORMATION; CYBER_ATTACK; TAX_FNCACT_POLITICIAN; WB_HEALTH; SOC_POINTSOFINTEREST; PROPAGANDA,6,6,1,-4.4,1.35,5.77,7.12,7.46,1.85,ARREST;18;1;Ethiopia;9.14;40.48,Negative
GDELT-SYNTHETIC-20220507-00202,2022-05-07,2022,5,May,Q2,2022-05,The Guardian,https://www.theguardian.com/news/2022/05/07/social-media-flags-election-posts-as-misinformation,Ghana,7.94,-1.02,TAX_FNCACT_POLITICIAN; ELECTION_FRAUD; WB_MEDIA; DISINFORMATION,4,4,1,-2.52,2.9,3.84,6.74,11.15,1.96,ARREST;34;1;Ghana;7.94;-1.02,Negative
GDELT-SYNTHETIC-20220511-00303,2022-05-11,2022,5,May,Q2,2022-05,The Guardian,https://www.theguardian.com/news/2022/05/11/experts-debunk-false-election-narratives-online,Turkey,38.96,35.24,ELECTION; VACCINE_MISINFORMATION,2,2,1,-6.35,1.81,6.99,8.8,2.4,2.42,KILL;12;1;Turkey;38.96;35.24,Negative
GDELT-SYNTHETIC-20220525-00428,2022-05-25,2022,5,May,Q2,2022-05,Deutsche Welle,https://www.dw.com/news/2022/05/25/misleading-vaccine-stories-spread-across-platforms,Pakistan,30.37,69.34,SOC_POINTSOFINTEREST; DISINFORMATION; CRISISLEX_T10_URGENCY; TAX_FNCACT_JOURNALIST,4,4,1,-4.93,2.1,6.7,8.8,4.28,1.03,CRISISLEX_C07;25;1;Pakistan;30.37;69.34,Negative
GDELT-SYNTHETIC-20220611-00429,2022-06-11,2022,6,June,Q2,2022-06,Reuters,https://www.reuters.com/news/2022/06/11/report-finds-surge-in-economic-conspiracy-theories,Indonesia,-0.78,113.92,CRISISLEX_T10_URGENCY; CONSPIRACY,2,2,1,-3.09,2.05,4.18,6.23,8.73,2.28,WOUND;45;1;Indonesia;-0.78;113.92,Negative
GDELT-SYNTHETIC-20220614-00107,2022-06-14,2022,6,June,Q2,2022-06,Al Jazeera,https://www.aljazeera.com/news/2022/06/14/report-finds-surge-in-election-conspiracy-theories,Ukraine,48.37,31.16,SOC_POINTSOFINTEREST; FAKE_NEWS; MEDIA_MANIPULATION; INFORMATION_OPERATIONS,4,4,1,-1.9,0.34,2.87,3.21,4.37,1.85,CRISISLEX_C07;24;1;Ukraine;48.37;31.16,Negative
GDELT-SYNTHETIC-20220712-00063,2022-07-12,2022,7,July,Q3,2022-07,The Guardian,https://www.theguardian.com/news/2022/07/12/fact-check-claims-about-covid-go-viral-on-social-media,Mexico,23.63,-102.55,CYBER_ATTACK; WB_MEDIA; TAX_FNCACT_JOURNALIST; INFORMATION_OPERATIONS; CONSPIRACY,5,5,1,-4.04,3.1,5.45,8.55,10.44,3.81,CRISISLEX_C07;16;1;Mexico;23.63;-102.55,Negative
GDELT-SYNTHETIC-20220907-00286,2022-09-07,2022,9,September,Q3,2022-09,Reuters,https://www.reuters.com/news/2022/09/07/government-warns-of-election-related-fake-news,South Africa,-30.55,22.93,MEDIA_MANIPULATION; PROPAGANDA; TAX_FNCACT_JOURNALIST,3,3,1,-8.42,4.06,8.87,12.93,7.34,2.22,CRISISLEX_C07;33;1;South Africa;-30.55;22.93,Negative
GDELT-SYNTHETIC-20220927-00010,2022-09-27,2022,9,September,Q3,2022-09,The Guardian,https://www.theguardian.com/news/2022/09/27/journalists-targeted-amid-political-misinformation-wave,Russia,61.52,105.31,VACCINE_MISINFORMATION; CRISISLEX_T10_URGENCY; PROPAGANDA; INFORMATION_OPERATIONS,4,4,1,-5.3,1.54,6.83,8.37,9.03,0.74,PROTEST;8;1;Russia;61.52;105.31,Negative
GDELT-SYNTHETIC-20221016-00498,2022-10-16,2022,10,October,Q4,2022-10,BBC News,https://www.bbc.com/news/2022/10/16/journalists-targeted-amid-covid-misinformation-wave,Nigeria,9.08,8.67,MEDIA_MANIPULATION; CRISISLEX_CRISISLEXREC; TAX_FNCACT_POLITICIAN; ELECTION_FRAUD,4,4,1,-1.35,1.61,2.33,3.94,8.08,0.58,ARREST;17;1;Nigeria;9.08;8.67,Negative
GDELT-SYNTHETIC-20221024-00356,2022-10-24,2022,10,October,Q4,2022-10,Deutsche Welle,https://www.dw.com/news/2022/10/24/report-finds-surge-in-election-conspiracy-theories,Ghana,7.94,-1.02,DISINFORMATION; WB_HEALTH,2,2,1,-6.8,1.39,7.78,9.17,6.71,1.81,KILL;6;1;Ghana;7.94;-1.02,Negative
GDELT-SYNTHETIC-20221117-00187,2022-11-17,2022,11,November,Q4,2022-11,The Guardian,https://www.theguardian.com/news/2022/11/17/experts-debunk-false-covid-narratives-online,Ghana,7.94,-1.02,CLIMATE_DENIAL; ECON_BANKRUPTCY; DISINFORMATION; FAKE_NEWS; SOC_POINTSOFINTEREST,5,5,1,-4.89,3.88,5.17,9.05,1.4,2.94,KILL;8;1;Ghana;7.94;-1.02,Negative
GDELT-SYNTHETIC-20221121-00483,2022-11-21,2022,11,November,Q4,2022-11,Associated Press,https://www.apnews.com/news/2022/11/21/experts-debunk-false-political-narratives-online,Turkey,38.96,35.24,CLIMATE_DENIAL; SOC_POINTSOFINTEREST; WB_HEALTH; FAKE_NEWS,4,4,1,-1.45,3.54,1.89,5.43,5.25,3.52,CRISISLEX_C07;20;1;Turkey;38.96;35.24,Negative
GDELT-SYNTHETIC-20230227-00028,2023-02-27,2023,2,February,Q1,2023-02,Reuters,https://www.reuters.com/news/2023/02/27/journalists-targeted-amid-climate-misinformation-wave,Russia,61.52,105.31,PROPAGANDA; WB_HEALTH; INFORMATION_OPERATIONS; MEDIA_MANIPULATION; CRISISLEX_T10_URGENCY,5,5,1,0.37,1.22,1.21,2.43,10.44,1.27,KILL;20;1;Russia;61.52;105.31,Neutral
GDELT-SYNTHETIC-20230423-00217,2023-04-23,2023,4,April,Q2,2023-04,Al Jazeera,https://www.aljazeera.com/news/2023/04/23/experts-debunk-false-covid-narratives-online,Pakistan,30.37,69.34,SOC_POINTSOFINTEREST; DISINFORMATION; TAX_FNCACT_POLITICIAN; WB_MEDIA,4,4,1,-4.37,1.65,5.21,6.86,14.23,2.88,KILL;46;1;Pakistan;30.37;69.34,Negative
GDELT-SYNTHETIC-20230513-00103,2023-05-13,2023,5,May,Q2,2023-05,BBC News,https://www.bbc.com/news/2023/05/13/government-warns-of-election-related-fake-news,France,46.22,2.21,WB_MEDIA; FAKE_NEWS,2,2,1,-2.82,1.95,3.7,5.65,5.28,1.92,CRISISLEX_C07;9;1;France;46.22;2.21,Negative
GDELT-SYNTHETIC-20230515-00196,2023-05-15,2023,5,May,Q2,2023-05,Al Jazeera,https://www.aljazeera.com/news/2023/05/15/journalists-targeted-amid-climate-misinformation-wave,Turkey,38.96,35.24,ECON_BANKRUPTCY; SOC_POINTSOFINTEREST; FAKE_NEWS; WB_HEALTH,4,4,1,-8.22,1.55,8.01,9.56,3.25,3.26,KILL;21;1;Turkey;38.96;35.24,Negative
GDELT-SYNTHETIC-20230517-00344,2023-05-17,2023,5,May,Q2,2023-05,BBC News,https://www.bbc.com/news/2023/05/17/social-media-flags-security-posts-as-misinformation,Turkey,38.96,35.24,WB_MEDIA; SOC_POINTSOFINTEREST; DISINFORMATION; ECON_BANKRUPTCY,4,4,1,-3.73,2.33,4.83,7.16,10.13,2.06,KILL;35;1;Turkey;38.96;35.24,Negative
GDELT-SYNTHETIC-20230619-00438,2023-06-19,2023,6,June,Q2,2023-06,Associated Press,https://www.apnews.com/news/2023/06/19/fact-check-claims-about-vaccine-go-viral-on-social-media,Germany,51.16,10.45,CRISISLEX_CRISISLEXREC; CYBER_ATTACK; TAX_FNCACT_POLITICIAN; CONSPIRACY; PROPAGANDA,5,5,1,0.33,0.58,1.2,1.78,6.71,3.09,WOUND;3;1;Germany;51.16;10.45,Neutral
GDELT-SYNTHETIC-20230627-00307,2023-06-27,2023,6,June,Q2,2023-06,Associated Press,https://www.apnews.com/news/2023/06/27/social-media-flags-covid-posts-as-misinformation,France,46.22,2.21,CRISISLEX_T10_URGENCY; DISINFORMATION; FAKE_NEWS; CRISISLEX_CRISISLEXREC,4,4,1,-3.15,0.23,4.31,4.54,7.56,2.03,CRISISLEX_C07;35;1;France;46.22;2.21,Negative
GDELT-SYNTHETIC-20230714-00452,2023-07-14,2023,7,July,Q3,2023-07,The Guardian,https://www.theguardian.com/news/2023/07/14/social-media-flags-covid-posts-as-misinformation,South Africa,-30.55,22.93,CYBER_ATTACK; SOC_POINTSOFINTEREST; CRISISLEX_T10_URGENCY; GOV_GOVERNMENT_GENERAL; PROPAGANDA; CLIMATE_DENIAL,6,6,1,-2.59,2.89,3.38,6.27,0.19,2.7,PROTEST;26;1;South Africa;-30.55;22.93,Negative
GDELT-SYNTHETIC-20230717-00148,2023-07-17,2023,7,July,Q3,2023-07,Associated Press,https://www.apnews.com/news/2023/07/17/election-disinformation-campaign-traced-to-foreign-actors,Ethiopia,9.14,40.48,FAKE_NEWS; TAX_FNCACT_JOURNALIST; INFORMATION_OPERATIONS; CYBER_ATTACK,4,4,1,-2.32,2.26,3.81,6.07,13.0,3.51,CRISISLEX_C07;35;1;Ethiopia;9.14;40.48,Negative
GDELT-SYNTHETIC-20230722-00174,2023-07-22,2023,7,July,Q3,2023-07,Reuters,https://www.reuters.com/news/2023/07/22/experts-debunk-false-health-narratives-online,Philippines,12.87,121.77,CRISISLEX_CRISISLEXREC; GOV_GOVERNMENT_GENERAL; PROPAGANDA; CONSPIRACY; MEDIA_MANIPULATION,5,5,1,-4.47,2.29,5.64,7.93,9.98,4.51,ARREST;18;1;Philippines;12.87;121.77,Negative
GDELT-SYNTHETIC-20230731-00162,2023-07-31,2023,7,July,Q3,2023-07,Deutsche Welle,https://www.dw.com/news/2023/07/31/report-finds-surge-in-climate-conspiracy-theories,France,46.22,2.21,MEDIA_MANIPULATION; WB_MEDIA; CONSPIRACY; PROPAGANDA,4,4,1,-4.27,2.22,5.03,7.25,11.77,1.61,CRISISLEX_C07;16;1;France;46.22;2.21,Negative
GDELT-SYNTHETIC-20230808-00347,2023-08-08,2023,8,August,Q3,2023-08,France 24,https://www.france24.com/news/2023/08/08/misleading-security-stories-spread-across-platforms,Ghana,7.94,-1.02,PROPAGANDA; CONSPIRACY; ECON_BANKRUPTCY; VACCINE_MISINFORMATION; TAX_FNCACT_POLITICIAN,5,5,1,-4.06,1.65,5.05,6.7,7.09,3.3,WOUND;41;1;Ghana;7.94;-1.02,Negative
GDELT-SYNTHETIC-20230812-00315,2023-08-12,2023,8,August,Q3,2023-08,Reuters,https://www.reuters.com/news/2023/08/12/misleading-political-stories-spread-across-platforms,Kenya,-0.02,37.9,TAX_FNCACT_JOURNALIST; WB_HEALTH; VACCINE_MISINFORMATION,3,3,1,-1.51,0.75,2.66,3.41,3.93,2.97,CRISISLEX_C07;17;1;Kenya;-0.02;37.9,Negative
GDELT-SYNTHETIC-20230827-00058,2023-08-27,2023,8,August,Q3,2023-08,France 24,https://www.france24.com/news/2023/08/27/fact-check-claims-about-covid-go-viral-on-social-media,Germany,51.16,10.45,CRISISLEX_T10_URGENCY; VACCINE_MISINFORMATION; INFORMATION_OPERATIONS,3,3,1,-8.38,1.85,9.67,11.52,8.84,1.88,ARREST;20;1;Germany;51.16;10.45,Negative
GDELT-SYNTHETIC-20230830-00485,2023-08-30,2023,8,August,Q3,2023-08,Al Jazeera,https://www.aljazeera.com/news/2023/08/30/report-finds-surge-in-economic-conspiracy-theories,Kenya,-0.02,37.9,TAX_FNCACT_POLITICIAN; SOC_POINTSOFINTEREST; VACCINE_MISINFORMATION; CRISISLEX_CRISISLEXREC,4,4,1,-0.88,3.17,1.77,4.94,7.87,0.97,CRISISLEX_C07;21;1;Kenya;-0.02;37.9,Neutral
GDELT-SYNTHETIC-20230831-00448,2023-08-31,2023,8,August,Q3,2023-08,France 24,https://www.france24.com/news/2023/08/31/fact-check-claims-about-economic-go-viral-on-social-media,Egypt,26.82,30.8,CYBER_ATTACK; CRISISLEX_T10_URGENCY; WB_MEDIA; PROPAGANDA; ELECTION_FRAUD,5,5,1,-1.67,2.01,2.19,4.2,6.78,3.19,ARREST;23;1;Egypt;26.82;30.8,Negative
GDELT-SYNTHETIC-20230910-00475,2023-09-10,2023,9,September,Q3,2023-09,Associated Press,https://www.apnews.com/news/2023/09/10/misleading-election-stories-spread-across-platforms,Indonesia,-0.78,113.92,CYBER_ATTACK; FAKE_NEWS; ELECTION_FRAUD; WB_MEDIA; WB_HEALTH,5,5,1,-3.89,1.45,4.97,6.42,9.51,3.62,PROTEST;5;1;Indonesia;-0.78;113.92,Negative
GDELT-SYNTHETIC-20231017-00001,2023-10-17,2023,10,October,Q4,2023-10,Reuters,https://www.reuters.com/news/2023/10/17/covid-disinformation-campaign-traced-to-foreign-actors,USA,37.09,-95.71,CLIMATE_DENIAL; ELECTION_FRAUD; TAX_FNCACT_JOURNALIST; WB_HEALTH; INFORMATION_OPERATIONS,5,5,1,-2.26,1.86,3.58,5.44,12.57,2.27,ARREST;33;1;United States;37.09;-95.71,Negative
GDELT-SYNTHETIC-20231029-00177,2023-10-29,2023,10,October,Q4,2023-10,The Guardian,https://www.theguardian.com/news/2023/10/29/journalists-targeted-amid-economic-misinformation-wave,Brazil,-14.23,-51.92,CLIMATE_DENIAL; SOC_POINTSOFINTEREST; ECON_BANKRUPTCY; INFORMATION_OPERATIONS,4,4,1,2.82,1.47,3.58,5.05,11.13,3.18,CRISISLEX_C07;16;1;Brazil;-14.23;-51.92,Positive
GDELT-SYNTHETIC-20231119-00022,2023-11-19,2023,11,November,Q4,2023-11,France 24,https://www.france24.com/news/2023/11/19/experts-debunk-false-economic-narratives-online,China,35.86,104.19,CONSPIRACY; WB_HEALTH; SOC_POINTSOFINTEREST; FAKE_NEWS,4,4,1,-2.49,3.89,3.58,7.47,8.77,2.43,KILL;5;1;China;35.86;104.19,Negative
GDELT-SYNTHETIC-20231204-00147,2023-12-04,2023,12,December,Q4,2023-12,The Guardian,https://www.theguardian.com/news/2023/12/04/government-warns-of-security-related-fake-news,China,35.86,104.19,INFORMATION_OPERATIONS; PROPAGANDA; TAX_FNCACT_POLITICIAN; DISINFORMATION,4,4,1,-3.01,1.02,4.21,5.23,2.89,3.53,WOUND;45;1;China;35.86;104.19,Negative
GDELT-SYNTHETIC-20231219-00136,2023-12-19,2023,12,December,Q4,2023-12,Reuters,https://www.reuters.com/news/2023/12/19/journalists-targeted-amid-health-misinformation-wave,Germany,51.16,10.45,CRISISLEX_T10_URGENCY; DISINFORMATION; CRISISLEX_CRISISLEXREC,3,3,1,-5.44,0.89,7.32,8.21,10.81,3.77,PROTEST;46;1;Germany;51.16;10.45,Negative
GDELT-SYNTHETIC-20231226-00014,2023-12-26,2023,12,December,Q4,2023-12,France 24,https://www.france24.com/news/2023/12/26/social-media-flags-climate-posts-as-misinformation,United Kingdom,55.37,-3.43,ECON_BANKRUPTCY; CONSPIRACY,2,2,1,-0.11,1.93,1.61,3.54,9.08,1.85,WOUND;14;1;United Kingdom;55.37;-3.43,Neutral
GDELT-SYNTHETIC-20231226-00376,2023-12-26,2023,12,December,Q4,2023-12,Associated Press,https://www.apnews.com/news/2023/12/26/experts-debunk-false-vaccine-narratives-online,Egypt,26.82,30.8,CLIMATE_DENIAL; MEDIA_MANIPULATION; ELECTION; VACCINE_MISINFORMATION,4,4,1,-0.01,1.44,0.91,2.35,2.95,1.69,ARREST;50;1;Egypt;26.82;30.8,Neutral
GDELT-SYNTHETIC-20231230-00400,2023-12-30,2023,12,December,Q4,2023-12,The Guardian,https://www.theguardian.com/news/2023/12/30/misleading-health-stories-spread-across-platforms,Indonesia,-0.78,113.92,ECON_BANKRUPTCY; SOC_POINTSOFINTEREST; CLIMATE_DENIAL; WB_HEALTH,4,4,1,-0.82,1.97,1.38,3.35,7.51,1.76,CRISISLEX_C07;7;1;Indonesia;-0.78;113.92,Neutral
GDELT-SYNTHETIC-20231231-00250,2023-12-31,2023,12,December,Q4,2023-12,France 24,https://www.france24.com/news/2023/12/31/fact-check-claims-about-covid-go-viral-on-social-media,Kenya,-0.02,37.9,DISINFORMATION; WB_MEDIA; CYBER_ATTACK; TAX_FNCACT_POLITICIAN,4,4,1,-6.56,2.03,7.18,9.21,8.7,0.94,CRISISLEX_C07;43;1;Kenya;-0.02;37.9,Negative
